nomAttribuant,idAttribuant,dateConvention,referenceDecision,nomBeneficiaire,idBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriodeVersement,idRAE,notificationUE,pourcentageSubvention,annee,mois,type
Toulouse Métropole,24310051800170,NA,NA,CNRS CTRE NAT DE LA RECHERCHE SCIENTIFIQUE,18008901303720,Subvention d'équipement,500000,aide en numéraire,unique,2012-03-13,NA,non,1,2012,3,Recherche-développement en autres sciences physiques et naturelles
Toulouse Métropole,24310051800170,NA,NA,ECOLE DES DROITS DE L HOMME ASSOC,49379812800036,Subvention de Fonctionnement,18500,aide en numéraire,échelonné,2012-12-13,NA,non,1,2012,12,Autres enseignements
Toulouse Métropole,24310051800170,NA,NA,ECOLE DES PARENTS ET EDUCATEURS,32054356400050,Subvention de Fonctionnement,48600,aide en numéraire,échelonné,2012-12-31,NA,non,1,2012,12,Formation continue d'adultes
Toulouse Métropole,24310051800170,NA,NA,FESTIVAL LIVRE JEUNESSE OCCITANIE,44446126300014,Subvention de Fonctionnement,4500,aide en numéraire,unique,2012-10-02,NA,non,1,2012,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE ST ORENS DE GAMEVILLE,21310506700010,Subvention de Fonctionnement,11302.57,aide en numéraire,unique,2012-02-01,NA,non,1,2012,2,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,COMPAGNIE LA BARAQUE,37927684300032,Subvention de Fonctionnement,15000,aide en numéraire,unique,2012-11-28,NA,non,1,2012,11,Arts du spectacle vivant
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE COLOMIERS,21310149600015,Subvention de Fonctionnement,3000,aide en numéraire,unique,2012-10-11,NA,non,1,2012,10,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,ERABLES 31,50025958500031,Subvention de Fonctionnement,2000,aide en numéraire,échelonné,2012-11-15,NA,non,1,2012,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,COMMUNE DE TOULOUSE,21310555400017,Subvention d'équipement,1000000,aide en numéraire,unique,2012-12-07,NA,non,1,2012,12,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,CONTACT HG,48483545900013,Subvention de Fonctionnement,5500,aide en numéraire,unique,2012-12-13,NA,non,1,2012,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,UREI UNION REG ENTREP INSERTION MIDI PYRENEES ASSOC,38059370700033,Subvention de Fonctionnement,9000,aide en numéraire,unique,2012-11-21,NA,non,1,2012,11,Activités des organisations professionnelles
Toulouse Métropole,24310051800170,NA,NA,SOCIETE DE LA MOBILITE DE L AGGLOMERATION SA,40837074000024,Subvention d'équipement,0,aide en numéraire,échelonné,2012-07-18,NA,non,1,2012,7,"Ingénierie, études techniques"
Toulouse Métropole,24310051800170,NA,NA,UNIVERSITE FEDERALE DE TOULOUSE MIDI-PYRENEES,13002132200016,Subvention de Fonctionnement,2700,aide en numéraire,unique,2012-10-04,NA,non,1,2012,10,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,TOULOUSE METROPOLE EMPLOI ASSOC,49252474900032,Subvention de Fonctionnement,257600,aide en numéraire,échelonné,2012-10-16,NA,non,1,2012,10,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,UNIVERSITE TOULOUSE 1 CAPITOLE,19311382600013,Subvention de Fonctionnement,4000,aide en numéraire,échelonné,2012-12-31,NA,non,1,2012,12,Enseignement supérieur
Toulouse Métropole,24310051800170,NA,NA,SEM MINT MARCHE GARE TOULOUSE,63080011800014,Subvention d'équipement,600000,aide en numéraire,unique,2012-02-14,NA,non,1,2012,2,Administration d'immeubles et autres biens immobiliers
Toulouse Métropole,24310051800170,NA,NA,TOULOUSE METROPOLE HABITAT,40012146300014,Subvention d'équipement,3440630.05,aide en numéraire,échelonné,2012-12-06,NA,non,1,2012,12,Location de logements
Toulouse Métropole,24310051800170,NA,NA,UNIS CITE,39819156900209,Subvention de Fonctionnement,26300,aide en numéraire,échelonné,2012-10-26,NA,non,1,2012,10,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents
Toulouse Métropole,24310051800170,NA,NA,SYNDICAT COPRO LES PERVENCHES,NA,Subvention d'équipement,18483.06,aide en numéraire,unique,2012-02-28,NA,non,1,2012,2,Activités combinées de soutien lié aux bâtiments
Toulouse Métropole,24310051800170,NA,NA,SAVIM SERVICE AIDE AUX VICTIMES D INFORMATION DE MEDIATION ASSOC,39102051800026,Subvention de Fonctionnement,53346,aide en numéraire,échelonné,2012-12-31,NA,non,1,2012,12,NA
Toulouse Métropole,24310051800170,NA,NA,SA D HABITATIONS A LOYER MODERE ALTEAL SA,63080226200034,Subvention d'équipement,1139052.45,aide en numéraire,échelonné,2012-12-07,NA,non,1,2012,12,Location de logements
Toulouse Métropole,24310051800170,NA,NA,MISSION LOCALE ASSOCIATION SIEGE ASSOC,32871136100159,Subvention de Fonctionnement,29000,aide en numéraire,échelonné,2012-10-23,NA,non,1,2012,10,Administration publique (tutelle) des activités économiques
Toulouse Métropole,24310051800170,NA,NA,RECH INNOV THERAPEUTIC CANCERO FONDATION,50018352000021,Subvention de Fonctionnement,5000,aide en numéraire,unique,2012-12-05,NA,non,1,2012,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,RESEAU ENTREPRENDRE OCCITANIE GARONNE,44930475700031,Subvention de Fonctionnement,17600,aide en numéraire,unique,2012-12-27,NA,non,1,2012,12,Activités des organisations patronales et consulaires
Toulouse Métropole,24310051800170,NA,NA,SEMECCEL CITE DE L ESPACE,40826624500021,Subvention de Fonctionnement,60000,aide en numéraire,échelonné,2012-12-31,NA,non,1,2012,12,Activités des parcs d'attractions et parcs à thèmes
Toulouse Métropole,24310051800170,NA,NA,MOUVEMENT ASSOCIATIF OCCITANIE,48443829600036,Subvention de Fonctionnement,60000,aide en numéraire,unique,2012-12-26,NA,non,1,2012,12,Autres activités récréatives et de loisirs
Toulouse Métropole,24310051800170,NA,NA,POLE EMPLOI MIDI PYRENEES,13000548116990,Subvention de Fonctionnement,148550.4,aide en numéraire,unique,2012-12-19,NA,non,1,2012,12,Administration publique (tutelle) des activités économiques
Toulouse Métropole,24310051800170,NA,NA,SEMIDIAS,39839432000012,Subvention de Fonctionnement,57049.1,aide en numéraire,échelonné,2012-10-10,NA,non,1,2012,10,Conseil pour les affaires et autres conseils de gestion
Toulouse Métropole,24310051800170,NA,NA,ONERA,77572287900092,Subvention d'équipement,65560,aide en numéraire,unique,2012-12-04,NA,non,1,2012,12,Recherche-développement : autres sciences physiques et naturelles
Toulouse Métropole,24310051800170,NA,NA,AUAT AGENCE  URBANISME AGGLOMERATION TOULOUSAINE ASSOC,77695030500016,Subvention de Fonctionnement,2317837,aide en numéraire,échelonné,2012-07-10,NA,non,1,2012,7,Activités d'architecture
Toulouse Métropole,24310051800170,NA,NA,CENTRE RECHERCHE ET MEDIATION CERME ASSOC,47804918200023,Subvention de Fonctionnement,15120,aide en numéraire,unique,2012-07-19,NA,non,1,2012,7,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,BIOMEDICAL ALLIANCE ASSOC,51380607500018,Subvention de Fonctionnement,10000,aide en numéraire,unique,2012-12-26,NA,non,1,2012,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CLUB GALAXIE ASSOC,48171391500017,Subvention de Fonctionnement,2500,aide en numéraire,unique,2012-12-05,NA,non,1,2012,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CCI ZARAGOZA,NA,Subvention de Fonctionnement,48526.39,aide en numéraire,échelonné,2012-10-10,NA,non,1,2012,10,NA
Toulouse Métropole,24310051800170,NA,NA,ASPJ ASS SOUTIEN PREVENTION JUDICIAIRE ASSOC,32852569600055,Subvention de Fonctionnement,69870,aide en numéraire,échelonné,2012-09-07,NA,non,1,2012,9,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,CLUB DES CONSEILS SYNDICAUX DE LA HAUTE GARONNE,75226237800017,Subvention de Fonctionnement,1000,aide en numéraire,unique,2012-11-21,NA,non,1,2012,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CNES CENTRE NATIONAL D ETUDES SPATIALES,77566591200082,Subvention de Fonctionnement,60000,aide en numéraire,échelonné,2012-12-17,NA,non,1,2012,12,Recherche-développement en autres sciences physiques et naturelles
Toulouse Métropole,24310051800170,NA,NA,CNRS CTRE NAT DE LA RECHERCHE SCIENTIFIQUE,18008901303720,Subvention de Fonctionnement,9000,aide en numéraire,unique,2012-12-07,NA,non,1,2012,12,Recherche-développement en autres sciences physiques et naturelles
Toulouse Métropole,24310051800170,NA,NA,CHAMBRE DEPT  AGRICULTURE HAUTE-GARONNE,18310004900026,Subvention de Fonctionnement,30000,aide en numéraire,échelonné,2012-12-12,NA,non,1,2012,12,Activités des organisations patronales et consulaires
Toulouse Métropole,24310051800170,NA,NA,AVENIR NOUVELLE MAISON DES CHOMEURS,44012166300023,Subvention de Fonctionnement,10000,aide en numéraire,unique,2012-06-11,NA,non,1,2012,6,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,CENTRE FORMATION DEPARTEMENTAL,13000835200747,Subvention de Fonctionnement,10336.14,aide en numéraire,unique,2012-09-11,NA,non,1,2012,9,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,CICF MIDI PYRENEES,48975002600010,Subvention de Fonctionnement,4000,aide en numéraire,unique,2012-11-23,NA,non,1,2012,11,Activités des organisations professionnelles
Toulouse Métropole,24310051800170,NA,NA,APUMP ASSOC,42028675900022,Subvention de Fonctionnement,30000,aide en numéraire,échelonné,2012-12-18,NA,non,1,2012,12,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,ARPADE,30492789000091,Subvention de Fonctionnement,118500,aide en numéraire,échelonné,2012-12-31,NA,non,1,2012,12,Activités hospitalières
Toulouse Métropole,24310051800170,NA,NA,MAISON DES DROITS DES ENFANTS ET DES JEUNES,39945352100045,Subvention de Fonctionnement,12930,aide en numéraire,échelonné,2012-12-13,NA,non,1,2012,12,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,RFTM RECETTE DES FINANCES TOULOUSE MUNICIPALE,13000835201018,Subvention d'équipement,2847856,aide en numéraire,échelonné,2012-12-14,NA,non,1,2012,12,Administration publique générale
Toulouse Métropole,24310051800170,NA,NA,ORCHESTRE DE CHAMBRE DE TOULOUSE SCCP,47997515300020,Subvention de Fonctionnement,50000,aide en numéraire,échelonné,2012-12-04,NA,non,1,2012,12,Autre création artistique
Toulouse Métropole,24310051800170,NA,NA,LA MAISON DE L INITIATIVE SCOP,39838610200048,Subvention de Fonctionnement,15000,aide en numéraire,échelonné,2012-12-10,NA,non,1,2012,12,Formation continue d'adultes
Toulouse Métropole,24310051800170,NA,NA,REGIONALE FNARS MIDI PYRENEES ASSOC,41071364800013,Subvention de Fonctionnement,9000,aide en numéraire,unique,2012-09-26,NA,non,1,2012,9,Action sociale sans hébergement n.c.a.
Toulouse Métropole,24310051800170,NA,NA,PARTAGEONS LES JARDINS,54004176100029,Subvention de Fonctionnement,3000,aide en numéraire,unique,2012-11-29,NA,non,1,2012,11,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,LA  MELEE ASSOC,44371783000055,Subvention de Fonctionnement,99000,aide en numéraire,échelonné,2012-12-05,NA,non,1,2012,12,"Traitement de données, hébergement et activités connexes"
Toulouse Métropole,24310051800170,NA,NA,MIX ARTS MYRYS ASSOC,41816980100044,Subvention d'équipement,58800,aide en numéraire,unique,2012-05-21,NA,non,1,2012,5,Autres organisations fonctionnant par adhésion volontaire
Toulouse Métropole,24310051800170,NA,NA,PROMOLOGIS SA,69080205300023,Subvention d'équipement,2738356.4,aide en numéraire,échelonné,2012-12-10,NA,non,1,2012,12,Location de logements
Toulouse Métropole,24310051800170,NA,NA,LA  MELEE ASSOC,44371783000055,Subvention d'équipement,27500,aide en numéraire,unique,2012-09-17,NA,non,1,2012,9,"Traitement de données, hébergement et activités connexes"
Toulouse Métropole,24310051800170,NA,NA,UNION REG SOCIETES COOPERATIVE DE PRODUCTION ASSOC,31219437600058,Subvention de Fonctionnement,46000,aide en numéraire,échelonné,2012-12-05,NA,non,1,2012,12,Autres activités de soutien aux entreprises n.c.a.
Toulouse Métropole,24310051800170,NA,NA,UCJG UNION CHRET JEUNES GENS ROBERT MONNIER ASSOC,31594728300026,Subvention d'équipement,150000,aide en numéraire,unique,2012-09-20,NA,non,1,2012,9,Hébergement social pour adultes et familles en difficultés et autre hébergement social
